STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,Reference area,Frequency of observation,Measure,Age,Sex,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2006,30.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2007,29.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2008,30.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2009,30.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2010,30.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2011,32.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2012,32.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2013,32.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2014,33.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2015,33.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2016,33.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2017,33
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2018,33.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2019,32.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2020,30.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Spain,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,2021,31.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1990,18.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1991,18
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1992,18.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1993,18.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1994,17.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1995,19.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1996,19.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1997,19.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,1998,20
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2000,20.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2002,22.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2004,19.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2006,21.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2008,22.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2010,23.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2012,24.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2014,25.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2017,25.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Share of population who are overweight,Total,Female,Percentage of population,2019,25.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2008,1.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2009,1.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2010,1.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2011,1.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2012,1.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2013,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2014,1.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2015,2.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2016,2.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2017,2.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2018,3.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2020,2.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2021,3.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2022,3.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Share of population who are obese,Total,Female,Percentage of population,2023,3.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1961,75.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1962,77
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1963,71.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1964,79
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1965,82.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1966,85.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1967,89.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1968,96.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1969,102.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1970,104
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1971,113.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1972,106.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1973,102.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1974,110.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1975,147.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1976,180.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1977,180.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1978,216.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1979,220.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1980,197.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1981,200.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1982,208.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1983,182.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1984,187
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1985,181.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1986,197.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1987,177.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1988,185.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1989,193.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1990,200.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1991,194
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1992,198.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1993,219.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1994,199.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1995,222.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1996,217
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1997,210.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1998,210.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,1999,216.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2000,235.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2001,236.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2002,208.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2003,216.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2004,231.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2005,215.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2006,224.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2007,215.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2008,222.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2009,217.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2010,208
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2011,224.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2012,205
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2013,208.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2014,220.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2015,200.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2016,194.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2017,204.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2018,212.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2019,201.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2020,199.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Vegetables supply,Total,Total,Kilogrammes per person per year,2021,235
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2006,43
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2007,43.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2008,46.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2009,46.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2010,48.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2011,48.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2012,51
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2013,50.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2014,52.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2015,52.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2016,53.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2017,54
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2018,55.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2019,55.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2020,57.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Share of population who are overweight or obese,Total,Total,Percentage of population,2021,57.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1961,106.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1962,109.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1963,110.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1964,111
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1965,116.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1966,116.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1967,121.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1968,125.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1969,126.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1970,126.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1971,127.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1972,128.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1973,128.1
